Sample,Droplet diameter [m],Impact velocity [m/s],Density [kg/m3],Surface Tension [N/m],Dynamic Viscosity [Pa s],Distance between adjacent laser beam passes [µm],Average depth of micro-channels [µm],Reynolds number,Weber number,Contact time [s],Rebound efficiency,Spreading coefficient,Lamella velocity [m/s]
S200,0.002360166,1.415209993,1198.87915,0.06685259,0.035647434,200,6,112.3338118,84.76985036,0.0152,0.040609796,2.102405588,1.426582278
S400,0.002340659,1.421237332,1198.87915,0.06685259,0.035647434,400,6,111.8798569,84.78685825,0.0124,0.054094102,2.104027112,1.58164557
S400,0.002343294,1.418868564,1198.87915,0.06685259,0.035647434,400,6,111.8191424,84.59960936,0.0136,0.047519775,2.117542431,1.426582278
S400,0.002341705,1.420791783,1198.87915,0.06685259,0.035647434,400,6,111.8947706,84.77157672,0.0122,0.054368357,2.103087168,1.674683544
S400,0.002338607,1.415655295,1198.87915,0.06685259,0.035647434,400,6,111.342753,84.04841093,0.0126,0.051821666,2.089959666,1.457594937
S400,0.002342709,1.419261279,1198.87915,0.06685259,0.035647434,400,6,111.8221507,84.62530152,0.0134,0.048750136,2.102186006,1.519620253
S600,0.002347764,1.418164586,1198.74835,0.06683571,0.035343155,600,6,112.9285344,84.68901398,0.0122,0.053363447,2.087092666,1.643670886
S600,0.002347471,1.417978253,1198.74835,0.06683571,0.035343155,600,6,112.8996478,84.65622648,0.018,0.031364343,2.08206794,1.550632911
S600,0.002348222,1.424819666,1198.74835,0.06683571,0.035343155,600,6,113.4806587,85.50243782,0.0136,0.040280375,2.097250237,1.612658228
S600,0.002348306,1.420128166,1198.74835,0.06683571,0.035343155,600,6,113.1110201,84.94331555,0.0126,0.05289911,2.113023395,1.519620253
S600,0.0023453,1.411755797,1198.74835,0.06683571,0.035343155,600,6,112.3002554,83.83725931,0.0134,0.047864345,2.105152683,1.612658228
S800,0.002359252,1.404781734,1198.74835,0.06683571,0.035343155,800,6,112.410255,83.50481787,0.0326,0.009411207,2.055897074,1.39556962
S800,0.002377988,1.405985358,1198.74835,0.06683571,0.035343155,800,6,113.4000476,84.31227022,0.0314,0.009350385,2.081431625,1.426582278
S800,0.002372916,1.403046626,1198.74835,0.06683571,0.035343155,800,6,112.9216266,83.78108446,0.032,0.008573887,2.075425638,1.612658228
S800,0.002375062,1.405860595,1198.74835,0.06683571,0.035343155,800,6,113.2504255,84.19355529,0.0204,0.008587932,2.073550491,1.426582278
S800,0.002383379,1.407920197,1198.74835,0.06683571,0.035343155,800,6,113.8135261,84.73613795,0.0208,0.007342177,2.050699731,1.519620253
D50,0.002195071,1.595098235,1199.7586,0.06696036,0.037690117,50,25,111.4557238,100.0689911,0.0104,0.057082518,2.296855612,1.602515723
D50,0.00221311,1.650179187,1199.7586,0.06696036,0.037690117,50,25,116.2520069,107.9794906,0.0102,0.054796668,2.28927411,1.818238994
D50,0.00223096,1.699502327,1199.7586,0.06696036,0.037690117,50,25,120.6923777,115.4546202,0.0102,0.050961792,2.265432391,1.694968553
D50,0.002194189,1.598233188,1199.7586,0.06696036,0.037690117,50,25,111.629924,100.4223739,0.0104,0.059096662,2.309014532,1.664150943
D50,0.002191454,1.594224104,1199.7586,0.06696036,0.037690117,50,25,111.2111022,99.79464236,0.0104,0.059274097,2.323146548,1.479245283
D100,0.002303579,1.640701494,1199.7586,0.06696036,0.037690117,100,25,120.3092765,111.1062267,0.0114,0.044625435,2.172610234,1.787421384
D100,0.002298156,1.634889936,1199.7586,0.06696036,0.037690117,100,25,119.6008657,110.0607718,0.0116,0.044235726,2.167009878,1.664150943
D100,0.002304461,1.636371632,1199.7586,0.06696036,0.037690117,100,25,120.0377048,110.562878,0.0116,0.042922844,2.155731334,1.602515723
D100,0.002299712,1.63658081,1199.7586,0.06696036,0.037690117,100,25,119.8056726,110.3632665,0.0112,0.046341242,2.160182521,1.787421384
D100,0.002298913,1.624897689,1199.7586,0.06696036,0.037690117,100,25,118.9090641,108.7553654,0.0112,0.046811575,2.171657899,1.479245283
D200,0.002303411,1.634608721,1199.41435,0.06691931,0.036890972,200,25,122.4149451,110.3105114,0.011,0.04867944,2.194175268,1.602515723
D200,0.002285916,1.596642543,1199.41435,0.06691931,0.036890972,200,25,118.6634739,104.4463816,0.0112,0.050473197,2.227146471,1.510062893
D200,0.002287946,1.599493095,1199.41435,0.06691931,0.036890972,200,25,118.9809175,104.9127635,0.011,0.05056038,2.219782185,1.510062893
D200,0.002298113,1.629829316,1199.41435,0.06691931,0.036890972,200,25,121.7762886,109.414153,0.0108,0.050037267,2.209961444,1.664150943
D200,0.002290017,1.597346162,1199.41435,0.06691931,0.036890972,200,25,118.9287617,104.7260163,0.0108,0.052613804,2.223157782,1.417610063
D400,0.002327268,1.609618294,1199.41435,0.06691931,0.036890972,400,25,121.791934,108.071224,0.0114,0.049158894,2.208759938,1.787421384
D400,0.00232573,1.609548438,1199.41435,0.06691931,0.036890972,400,25,121.7061384,107.990407,0.0114,0.048644092,2.215521349,1.818238994
D400,0.002330384,1.610205713,1199.41435,0.06691931,0.036890972,400,25,121.9994807,108.2948962,0.0118,0.044811161,2.21109678,1.910691824
D400,0.002307188,1.640332032,1199.41435,0.06691931,0.036890972,400,25,123.0449767,111.2664669,0.0114,0.046859124,2.238669537,1.818238994
D400,0.002289679,1.661450543,1199.41435,0.06691931,0.036890972,400,25,123.6833308,113.2836502,0.0118,0.043382196,2.277323367,1.787421384
D600,0.002325522,1.599381974,1199.2114,0.06689444,0.036419641,600,25,122.4708501,106.642562,0.0208,0.005993974,2.215719494,1.602515723
D600,0.002334076,1.595508882,1199.2114,0.06689444,0.036419641,600,25,122.6236446,106.5170394,0.0212,0.010751909,2.228725024,1.633333333
D600,0.002313636,1.614307915,1199.2114,0.06689444,0.036419641,600,25,122.9819862,108.0870141,0.0186,0.02203028,2.259070385,1.910691824
D600,0.002340202,1.608420098,1199.2114,0.06689444,0.036419641,600,25,123.940383,108.5320399,0.0128,0.039793007,2.23342589,1.787421384
D600,0.002225794,1.631982003,1199.2114,0.06689444,0.036419641,600,25,119.6080272,106.2726067,0.0254,0.005411334,2.171001568,1.571698113
D800,0.00232864,1.590389594,1199.2114,0.06689444,0.036419641,800,25,121.9455408,105.588128,0.0244,0.00709136,2.175697215,1.756603774
D800,0.002309116,1.624028962,1199.2114,0.06689444,0.036419641,800,25,123.4808439,109.1789717,0.015,0.004983052,2.183416165,1.694968553
D800,0.002298661,1.600176511,1199.2114,0.06689444,0.036419641,800,25,121.1163663,105.5155251,0.0194,0.00489435,2.236248929,1.725786164
D800,0.002332666,1.603625607,1199.2114,0.06689444,0.036419641,800,25,123.1730283,107.5385663,0.021,0.006626693,2.214218214,1.879874214
D800,0.002332707,1.599730405,1199.2114,0.06689444,0.036419641,800,25,122.8760258,107.0186816,0.0168,0.004470157,2.177187795,1.602515723
S50,0.002296724,1.593899157,1199.7586,0.06696036,0.037690117,50,6,116.5295356,104.5457943,0.0114,0.049761546,2.222032953,1.694968553
S50,0.00230966,1.623488238,1199.7586,0.06696036,0.037690117,50,6,119.3613355,109.074323,0.0114,0.046317646,2.214924375,1.664150943
S50,0.002297692,1.596034082,1199.7586,0.06696036,0.037690117,50,6,116.7348272,104.870253,0.013,0.04078912,2.215731321,1.633333333
S50,0.002306098,1.618076195,1199.7586,0.06696036,0.037690117,50,6,118.7799198,108.181178,0.012,0.044257803,2.19161935,1.756603774
S50,0.002293858,1.595668154,1199.7586,0.06696036,0.037690117,50,6,116.5132944,104.6472379,0.0114,0.048864046,2.203313428,1.540880503
S100,0.002345899,1.574629818,1199.7586,0.06696036,0.037690117,100,6,117.5856148,104.2179138,0.0126,0.042484856,2.14918061,1.540880503
S100,0.002344373,1.586158814,1199.7586,0.06696036,0.037690117,100,6,118.3694808,105.6808071,0.012,0.045387109,2.155837945,1.571698113
S100,0.002348249,1.591319438,1199.7586,0.06696036,0.037690117,100,6,118.9509198,106.5454438,0.011,0.051519414,2.162778819,1.448427673
S100,0.002340904,1.581224775,1199.7586,0.06696036,0.037690117,100,6,117.8266756,104.8689561,0.0116,0.047487856,2.148500592,1.756603774
S100,0.002341359,1.578734688,1199.7586,0.06696036,0.037690117,100,6,117.6639664,104.5592227,0.0122,0.044451623,2.142818588,1.756603774
S200,0.002323733,1.603768851,1199.41435,0.06691931,0.036890972,200,6,121.1649649,107.1241721,0.0144,0.034117274,2.206816048,1.756603774
S200,0.00231798,1.599023714,1199.41435,0.06691931,0.036890972,200,6,120.5074267,106.2275979,0.0162,0.027978757,2.196338291,1.664150943
S200,0.002328806,1.606240141,1199.41435,0.06691931,0.036890972,200,6,121.6166172,107.6891721,0.0142,0.036879289,2.191421843,1.694968553
S200,0.002324898,1.608453019,1199.41435,0.06691931,0.036890972,200,6,121.5797967,107.8048841,0.0158,0.028234391,2.189803313,1.725786164
S200,0.002312088,1.598680568,1199.41435,0.06691931,0.036890972,200,6,120.17532,105.9121118,0.0164,0.029715992,2.18060903,1.818238994
S400,0.002342185,1.593489347,1199.41435,0.06691931,0.036890972,400,6,121.3443279,106.5951117,0.0126,0.040777584,2.226271571,1.725786164
S400,0.002338547,1.592649034,1199.41435,0.06691931,0.036890972,400,6,121.0919878,106.317348,0.0156,0.031886215,2.213920664,1.694968553
S400,0.002337099,1.595561298,1199.41435,0.06691931,0.036890972,400,6,121.2382819,106.6404356,0.0132,0.039130732,2.188920086,1.849056604
S400,0.002335733,1.594605508,1199.41435,0.06691931,0.036890972,400,6,121.0948188,106.4504411,0.013,0.041391542,2.195478145,1.910691824
S400,0.002337182,1.595018112,1199.41435,0.06691931,0.036890972,400,6,121.201301,106.5716144,0.0136,0.038448202,2.199391193,1.602515723
S600,0.00232494,1.604518396,1199.2114,0.06689444,0.036419641,600,6,122.8333931,107.3017463,0.0154,0.03106214,2.189764122,1.787421384
S600,0.00232444,1.60414803,1199.2114,0.06689444,0.036419641,600,6,122.7786633,107.2291797,0.0142,0.029123416,2.174324856,1.818238994
S600,0.002327227,1.602034054,1199.2114,0.06689444,0.036419641,600,6,122.7638662,107.0749651,0.0202,0.018373773,2.171721222,1.633333333
S600,0.00231919,1.597424325,1199.2114,0.06689444,0.036419641,600,6,121.9879078,106.0920196,0.0142,0.035159839,2.179246712,1.633333333
S600,0.002328806,1.607034164,1199.2114,0.06689444,0.036419641,600,6,123.2305812,107.8174974,0.0154,0.024379683,2.180835264,1.818238994
S800,0.002345982,1.592000546,1199.2114,0.06689444,0.036419641,800,6,122.9781362,106.590073,0.0152,0.028842494,2.170123198,1.910691824
S800,0.002350678,1.589482213,1199.2114,0.06689444,0.036419641,800,6,123.0293886,106.4658139,0.0192,0.005126039,2.144811587,1.849056604
S800,0.00234829,1.590693626,1199.2114,0.06689444,0.036419641,800,6,122.998071,106.5198343,0.0176,0.005124931,2.141743393,1.479245283
S800,0.002354338,1.588298915,1199.2114,0.06689444,0.036419641,800,6,123.1292019,106.472866,0.0158,0.004545487,2.131005724,1.725786164
S800,0.002353187,1.586494044,1199.2114,0.06689444,0.036419641,800,6,122.9291672,106.1790966,0.0262,0.006930526,2.147763194,1.571698113
D50,0.002237458,0.587311749,1230.239625,0.065701673,0.147132715,50,25,10.98763091,14.45125531,0.011,0.124468844,1.474887956,0.4375
D50,0.002228058,0.588201213,1230.239625,0.065701673,0.147132715,50,25,10.95803882,14.43416194,0.0114,0.116344662,1.486720847,0.53125
D50,0.00225186,0.586203183,1230.239625,0.065701673,0.147132715,50,25,11.03748449,14.48942333,0.0116,0.113049249,1.47655687,0.4375
D50,0.002252435,0.591368499,1230.239625,0.065701673,0.147132715,50,25,11.13758016,14.74965467,0.0118,0.112029018,1.470630924,0.5
D50,0.002254906,0.589763407,1230.239625,0.065701673,0.147132715,50,25,11.11953922,14.68579416,0.011,0.127583103,1.469018895,0.5
D100,0.002263141,0.531941925,1230.239625,0.065701673,0.147132715,100,25,10.06598327,11.9909405,0.0124,0.133845832,1.51890701,0.4375
D100,0.002267795,0.527443157,1230.239625,0.065701673,0.147132715,100,25,10.00137868,11.81322174,0.0134,0.123176893,1.499253844,0.5
D100,0.002267268,0.53051537,1230.239625,0.065701673,0.147132715,100,25,10.05729889,11.94846596,0.0116,0.151870612,1.505115183,0.4375
D100,0.002268891,0.524072201,1230.239625,0.065701673,0.147132715,100,25,9.942262609,11.66834272,0.0116,0.1546894,1.498529419,0.46875
D100,0.002277424,0.523980149,1230.239625,0.065701673,0.147132715,100,25,9.977901539,11.70811206,0.0116,0.152594641,1.487426062,0.40625
D200,0.002262921,0.530832608,1231.2015,0.06586251,0.159808968,200,25,9.254541897,11.9199762,0.0106,0.176894513,1.496959188,0.46875
D200,0.002264371,0.536642579,1231.2015,0.06586251,0.159808968,200,25,9.361828398,12.19013944,0.0106,0.180474625,1.512561412,0.53125
D200,0.002265118,0.532266865,1231.2015,0.06586251,0.159808968,200,25,9.288555133,11.99611066,0.0108,0.17876813,1.49550738,0.40625
D200,0.002259049,0.534522588,1231.2015,0.06586251,0.159808968,200,25,9.302929706,12.06559299,0.011,0.17189159,1.499524673,0.46875
D200,0.002263009,0.527097682,1231.2015,0.06586251,0.159808968,200,25,9.189784155,11.75328553,0.0108,0.179965435,1.507948275,0.4375
D400,0.002278952,0.526472652,1231.2015,0.06586251,0.159808968,400,25,9.243555316,11.80803767,0.011,0.167533471,1.480943664,0.4375
D400,0.002276245,0.523783146,1231.2015,0.06586251,0.159808968,400,25,9.185407426,11.67381519,0.0116,0.151930507,1.488196875,0.40625
D400,0.002265205,0.533713013,1231.2015,0.06586251,0.159808968,400,25,9.314152918,12.06185283,0.011,0.162870799,1.495449395,0.53125
D400,0.002257243,0.557860135,1231.2015,0.06586251,0.159808968,400,25,9.701338467,13.13166677,0.011,0.147986811,1.489649011,0.5
D400,0.002258873,0.545601716,1231.2015,0.06586251,0.159808968,400,25,9.495012515,12.56996702,0.0108,0.155159264,1.488574134,0.5
D600,0.002294395,0.516859698,1231.2015,0.06586251,0.159808968,600,25,9.136268555,11.45788332,0.0132,0.128678006,1.454631794,0.4375
D600,0.002293615,0.523325062,1231.2015,0.06586251,0.159808968,600,25,9.247406686,11.74233214,0.0196,0.060621032,1.449676887,0.375
D600,0.002295262,0.517885853,1231.2015,0.06586251,0.159808968,600,25,9.157866319,11.50777114,0.013,0.053481851,1.464974381,0.4375
D600,0.002295132,0.514690408,1231.2015,0.06586251,0.159808968,600,25,9.100845153,11.36555555,0.0216,0.064817636,1.454164751,0.46875
D600,0.002272615,0.542823436,1231.2015,0.06586251,0.159808968,600,25,9.504129818,12.51796747,0.0192,0.061594283,1.463072572,0.46875
D800,0.002267663,0.528635734,1231.2015,0.06586251,0.159808968,800,25,9.235556092,11.84629207,0.017,0.056388406,1.471779432,0.53125
D800,0.002269286,0.530090043,1231.2015,0.06586251,0.159808968,800,25,9.267589586,11.92008381,0.0174,0.061011943,1.476235518,0.5625
D800,0.002264283,0.512710908,1231.2015,0.06586251,0.159808968,800,25,8.943988959,11.12670775,0.017,0.058270937,1.473976524,0.40625
D800,0.002271564,0.537294997,1231.2015,0.06586251,0.159808968,800,25,9.402984696,12.25861471,0.02,0.052722658,1.46374932,0.4375
D800,0.002307322,0.532213787,1231.2015,0.06586251,0.159808968,800,25,9.460677471,12.21718716,0.014,0.049043243,1.457317453,0.5
S50,0.002270732,0.541052128,1230.239625,0.065701673,0.147132715,50,6,10.27271851,12.4467888,0.0108,0.145362735,1.464285745,0.5
S50,0.002272264,0.533375083,1230.239625,0.065701673,0.147132715,50,6,10.13379331,12.10424174,0.0106,0.156380455,1.46329805,0.53125
S50,0.00227454,0.535906654,1230.239625,0.065701673,0.147132715,50,6,10.1920868,12.23165114,0.0108,0.145899559,1.456338684,0.4375
S50,0.002280174,0.535703663,1230.239625,0.065701673,0.147132715,50,6,10.21346477,12.25266429,0.0108,0.152758976,1.474668071,0.40625
S50,0.002285708,0.534753265,1230.239625,0.065701673,0.147132715,50,6,10.2200874,12.23885748,0.0108,0.148781332,1.471097952,0.40625
S100,0.002313091,0.52303483,1230.239625,0.065701673,0.147132715,100,6,10.11588414,11.8486066,0.0112,0.158255433,1.442874313,0.375
S100,0.002308011,0.527990387,1230.239625,0.065701673,0.147132715,100,6,10.18930121,12.04767487,0.0108,0.161258768,1.45146606,0.40625
S100,0.002303395,0.5255076,1230.239625,0.065701673,0.147132715,100,6,10.12110435,11.91076695,0.0108,0.167091779,1.454374894,0.375
S100,0.002309002,0.519866418,1230.239625,0.065701673,0.147132715,100,6,10.03683058,11.68479722,0.011,0.167762312,1.456256666,0.40625
S100,0.002306028,0.521351589,1230.239625,0.065701673,0.147132715,100,6,10.05253784,11.73651724,0.011,0.165344882,1.452714446,0.34375
S200,0.0022871,0.527558191,1231.2015,0.06586251,0.159808968,200,6,9.29573003,11.89917199,0.0118,0.148225265,1.470202477,0.53125
S200,0.002265864,0.532075982,1231.2015,0.06586251,0.159808968,200,6,9.288283819,11.99145831,0.0108,0.166315604,1.483981407,0.4375
S200,0.002278036,0.531361973,1231.2015,0.06586251,0.159808968,200,6,9.325646578,12.02353834,0.0166,0.099430956,1.481539669,0.5625
S200,0.002280261,0.53318199,1231.2015,0.06586251,0.159808968,200,6,9.366731983,12.11787405,0.0108,0.171963548,1.480093475,0.5
S200,0.002278167,0.530185433,1231.2015,0.06586251,0.159808968,200,6,9.305532834,11.97104068,0.0118,0.159072428,1.481454481,0.46875
S400,0.002280349,0.533545168,1231.2015,0.06586251,0.159808968,400,6,9.373470776,12.13485218,0.0112,0.171872443,1.485518466,0.40625
S400,0.002287274,0.53196457,1231.2015,0.06586251,0.159808968,400,6,9.374084697,12.09969578,0.0116,0.167112175,1.497415762,0.4375
S400,0.002286404,0.533627695,1231.2015,0.06586251,0.159808968,400,6,9.399815155,12.17083975,0.012,0.160856788,1.487051311,0.4375
S400,0.002289274,0.533125756,1231.2015,0.06586251,0.159808968,400,6,9.402759794,12.16320076,0.0116,0.166966088,1.496107801,0.5
S400,0.002285621,0.535181128,1231.2015,0.06586251,0.159808968,400,6,9.423949351,12.23760984,0.0116,0.157282807,1.476622947,0.40625
S600,0.002293007,0.525290173,1231.2015,0.06586251,0.159808968,600,6,9.279673659,11.82755155,0.0116,0.16157139,1.466414868,0.375
S600,0.002294568,0.529028868,1231.2015,0.06586251,0.159808968,600,6,9.352083634,12.00468096,0.0118,0.152384499,1.459969508,0.40625
S600,0.002301321,0.530401571,1231.2015,0.06586251,0.159808968,600,6,9.403944254,12.10257317,0.018,0.048470662,1.450253824,0.375
S600,0.002298683,0.530559438,1231.2015,0.06586251,0.159808968,600,6,9.395959605,12.09589629,0.0254,0.056221418,1.462794051,0.40625
S600,0.00230063,0.530826495,1231.2015,0.06586251,0.159808968,600,6,9.408649383,12.11832918,0.0248,0.056214919,1.466989729,0.40625
S800,0.002287143,0.530994354,1231.2015,0.06586251,0.159808968,800,6,9.356454164,12.05491263,0.013,0.050818262,1.470174519,0.46875
S800,0.00230037,0.532960436,1231.2015,0.06586251,0.159808968,800,6,9.445407222,12.21457966,0.0184,0.050780111,1.467155176,0.40625
S800,0.002296908,0.530929464,1231.2015,0.06586251,0.159808968,800,6,9.395252593,12.10342149,0.0176,0.052960236,1.4584823,0.5
S800,0.002294568,0.531199756,1231.2015,0.06586251,0.159808968,800,6,9.390460233,12.10340635,0.015,0.044565926,1.454521861,0.53125
S800,0.002297731,0.518216396,1231.2015,0.06586251,0.159808968,800,6,9.173568454,11.53485993,0.0206,0.062207924,1.463400253,0.40625
D50,0.002218887,0.945721988,1230.6815,0.06577659,0.152918067,50,25,16.88828245,37.13098036,0.0104,0.063072033,1.729470914,0.78125
D50,0.002256229,1.015217099,1230.6815,0.06577659,0.152918067,50,25,18.43440135,43.50862996,0.01,0.056936574,1.689766162,0.875
D50,0.002230869,0.951851971,1230.6815,0.06577659,0.152918067,50,25,17.08953678,37.81700669,0.0104,0.061349339,1.714578735,0.90625
D50,0.002261294,1.02089343,1230.6815,0.06577659,0.152918067,50,25,18.57908239,44.09528109,0.0102,0.055308774,1.702565187,0.78125
D50,0.002237903,1.008205843,1230.6815,0.06577659,0.152918067,50,25,18.158387,42.56120581,0.0104,0.053859512,1.698018472,0.875
D100,0.002284358,0.939940412,1230.6815,0.06577659,0.152918067,100,25,17.28030531,37.76062547,0.0118,0.048402296,1.668958873,0.78125
D100,0.002280261,0.944912073,1230.6815,0.06577659,0.152918067,100,25,17.34055137,38.09269911,0.0116,0.048911931,1.671957444,0.75
D100,0.002283705,0.953701137,1230.6815,0.06577659,0.152918067,100,25,17.52827488,38.86323255,0.0122,0.043158229,1.674909848,0.8125
D100,0.002289491,0.961882422,1230.6815,0.06577659,0.152918067,100,25,17.72342939,39.63302247,0.0126,0.042573231,1.670677177,0.78125
D100,0.002289317,0.962874716,1230.6815,0.06577659,0.152918067,100,25,17.7403664,39.71182205,0.0118,0.04579534,1.665343864,0.71875
D200,0.002280959,0.973895995,1230.6815,0.06577659,0.152918067,200,25,17.87791951,40.47780963,0.011,0.052151582,1.682406209,0.78125
D200,0.002284837,0.977463047,1230.6815,0.06577659,0.152918067,200,25,17.97390667,40.84418887,0.011,0.050370224,1.685021577,0.8125
D200,0.002281221,0.977409766,1230.6815,0.06577659,0.152918067,200,25,17.94448033,40.77509727,0.0112,0.049601449,1.682213246,0.75
D200,0.002281657,0.978655291,1230.6815,0.06577659,0.152918067,200,25,17.97078124,40.88689694,0.0114,0.047852741,1.687370265,0.8125
D200,0.002279694,0.976337181,1230.6815,0.06577659,0.152918067,200,25,17.9127926,40.65842693,0.0108,0.050298094,1.677856605,0.78125
D400,0.00226015,0.973666864,1230.6815,0.06577659,0.152918067,400,25,17.71064895,40.08965428,0.0122,0.039942281,1.664712711,0.875
D400,0.002274715,0.979414489,1230.6815,0.06577659,0.152918067,400,25,17.93000025,40.82575884,0.0124,0.042153761,1.68152969,0.875
D400,0.002276463,0.973752954,1230.6815,0.06577659,0.152918067,400,25,17.84005791,40.38615371,0.0138,0.034269623,1.66376522,0.90625
D400,0.002274758,0.955308212,1230.6815,0.06577659,0.152918067,400,25,17.4890263,38.84155316,0.0124,0.04493057,1.676002275,0.84375
D400,0.002302747,0.957975753,1230.6815,0.06577659,0.152918067,400,25,17.75365014,39.5393586,0.0122,0.044585722,1.661059428,0.78125
D600,0.002285142,0.96023184,1230.554,0.06575516,0.151242279,600,25,17.85322776,39.43085764,0.0202,0.020233421,1.657446277,0.8125
D600,0.002285925,0.95729556,1230.554,0.06575516,0.151242279,600,25,17.80473643,39.20351148,0.0194,0.01672757,1.662346504,0.8125
D600,0.002292009,0.9602317,1230.554,0.06575516,0.151242279,600,25,17.90687835,39.54934525,0.0198,0.018954653,1.663387642,0.875
D600,0.002293094,0.950227494,1230.554,0.06575516,0.151242279,600,25,17.72870134,38.74787513,0.0184,0.016395226,1.662600791,0.8125
D600,0.002319147,0.923375225,1230.554,0.06575516,0.151242279,600,25,17.42344142,37.00458455,0.0238,0.020400946,1.643923459,0.75
D800,0.0023005,0.934049361,1230.554,0.06575516,0.151242279,800,25,17.48314288,37.56061632,0.0164,0.016075416,1.6463813,0.75
D800,0.002294612,0.938738464,1230.554,0.06575516,0.151242279,800,25,17.52593924,37.84158251,0.0124,0.013802637,1.645158439,0.78125
D800,0.002293441,0.931682005,1230.554,0.06575516,0.151242279,800,25,17.38532263,37.25579518,0.0122,0.014293407,1.645998258,0.8125
D800,0.002303525,0.93965329,1230.554,0.06575516,0.151242279,800,25,17.61116008,38.06264627,0.015,0.015109464,1.660498838,0.75
D800,0.002302574,0.946742988,1230.554,0.06575516,0.151242279,800,25,17.73671707,38.62324072,0.0188,0.016611965,1.666612787,0.8125
S50,0.002300716,0.95307945,1230.6815,0.06577659,0.152918067,50,6,17.64732989,39.10169245,0.0106,0.05906811,1.678825145,0.875
S50,0.002311414,0.954877602,1230.6815,0.06577659,0.152918067,50,6,17.76283284,39.43187072,0.0116,0.050543088,1.665647429,0.75
S50,0.002315112,0.953377027,1230.6815,0.06577659,0.152918067,50,6,17.76329312,39.37092431,0.013,0.042445968,1.668386105,0.78125
S50,0.00230995,0.951734117,1230.6815,0.06577659,0.152918067,50,6,17.69314613,39.14787095,0.0104,0.058416668,1.666702835,0.84375
S50,0.002308873,0.952756211,1230.6815,0.06577659,0.152918067,50,6,17.70389058,39.21371165,0.0106,0.061936836,1.672894046,0.75
S100,0.002308054,0.942206595,1230.6815,0.06577659,0.152918067,100,6,17.50165195,38.33651484,0.0112,0.060294667,1.684319088,0.78125
S100,0.002316228,0.94520975,1230.6815,0.06577659,0.152918067,100,6,17.61961661,38.71792666,0.0114,0.054082871,1.667581631,0.90625
S100,0.002317044,0.944827726,1230.6815,0.06577659,0.152918067,100,6,17.61869879,38.70026207,0.0108,0.057193841,1.661599677,0.84375
S100,0.002304431,0.945822517,1230.6815,0.06577659,0.152918067,100,6,17.54123981,38.57068755,0.012,0.047962974,1.670694196,0.84375
S100,0.002308787,0.948427084,1230.6815,0.06577659,0.152918067,100,6,17.62279007,38.85671313,0.0134,0.040499003,1.656714185,0.8125
S200,0.0023161,0.941431364,1230.6815,0.06577659,0.152918067,200,6,17.54820769,38.40686639,0.0232,0.021736591,1.656880386,0.78125
S200,0.002316572,0.939849563,1230.6815,0.06577659,0.152918067,200,6,17.52229607,38.28571869,0.0148,0.03598957,1.66193843,0.8125
S200,0.002312661,0.94010659,1230.6815,0.06577659,0.152918067,200,6,17.49749927,38.24199379,0.0122,0.045388143,1.648533727,0.71875
S200,0.002320776,0.940114961,1230.6815,0.06577659,0.152918067,200,6,17.5590534,38.37686634,0.0214,0.022201618,1.648155468,0.8125
S200,0.002322875,0.941386114,1230.6815,0.06577659,0.152918067,200,6,17.59869997,38.51552491,0.0172,0.030354178,1.641284712,0.71875
S400,0.002319361,0.930578773,1230.6815,0.06577659,0.152918067,400,6,17.3703444,37.57932862,0.0148,0.036832544,1.649160877,0.875
S400,0.002318847,0.922402181,1230.6815,0.06577659,0.152918067,400,6,17.21389779,36.91364971,0.0168,0.032860244,1.649526937,0.71875
S400,0.002322533,0.935421156,1230.6815,0.06577659,0.152918067,400,6,17.48460911,38.0233661,0.0128,0.04497763,1.63614477,0.75
S400,0.002327581,0.935363694,1230.6815,0.06577659,0.152918067,400,6,17.52153788,38.10133356,0.0126,0.046101002,1.648707247,0.75
S400,0.002327496,0.934506953,1230.6815,0.06577659,0.152918067,400,6,17.50484629,38.03017154,0.0126,0.042701453,1.638026635,0.78125
S600,0.002327197,0.939084295,1230.554,0.06575516,0.151242279,600,6,17.78136528,38.40723622,0.0178,0.018213034,1.643608489,0.71875
S600,0.002326213,0.938354152,1230.554,0.06575516,0.151242279,600,6,17.76003292,38.33133293,0.0212,0.020650376,1.63892971,0.8125
S600,0.002326855,0.934799258,1230.554,0.06575516,0.151242279,600,6,17.69762802,38.05193944,0.0236,0.019486306,1.633105927,0.75
S600,0.0023304,0.933423928,1230.554,0.06575516,0.151242279,600,6,17.69851706,37.99786396,0.0204,0.019625739,1.63598518,0.75
S600,0.002325999,0.934333471,1230.554,0.06575516,0.151242279,600,6,17.68230891,38.00005769,0.0144,0.03624662,1.633706334,0.78125
S800,0.002318546,0.935909996,1230.554,0.06575516,0.151242279,800,6,17.65539056,38.00622985,0.0138,0.014701814,1.61739273,0.84375
S800,0.00233104,0.935998901,1230.554,0.06575516,0.151242279,800,6,17.7522161,38.21829341,0.0148,0.012761101,1.624811061,0.78125
S800,0.002329034,0.933434793,1230.554,0.06575516,0.151242279,800,6,17.6883464,37.97647011,0.0154,0.012264627,1.626210849,0.71875
S800,0.002331766,0.932496469,1230.554,0.06575516,0.151242279,800,6,17.69129182,37.94461213,0.0158,0.015243536,1.640387878,0.84375
