Sample,Droplet diameter [m],Impact velocity [m/s],Density [kg/m3],Surface Tension [N/m],Dynamic Viscosity [Pa s],Distance between adjacent laser beam passes [µm],Average depth of micro-channels [µm],Reynolds number,Weber number,Contact time [s],Rebound efficiency,Spreading coefficient,Lamella velocity [m/s]
S50,0.002310065,0.543808434,1199.7586,0.06696036,0.037690117,50,6,39.98863501,12.24030469,0.0106,0.258869837,1.540683399,0.532608696
S50,0.002310714,0.547852601,1199.7586,0.06696036,0.037690117,50,6,40.29734075,12.42652867,0.0112,0.245442547,1.556520847,0.595268542
S50,0.002306557,0.544951323,1199.7586,0.06696036,0.037690117,50,6,40.01181649,12.27314004,0.011,0.257746056,1.543026865,0.532608696
S50,0.002296304,0.551862943,1199.7586,0.06696036,0.037690117,50,6,40.33917955,12.53048853,0.0108,0.255375335,1.533543839,0.532608696
S100,0.002304172,0.544911569,1199.7586,0.06696036,0.037690117,100,6,39.96752298,12.25865921,0.0122,0.230624932,1.544624216,0.532608696
S100,0.002303173,0.541646257,1199.7586,0.06696036,0.037690117,100,6,39.71081175,12.1069353,0.011,0.268993827,1.556176022,0.532608696
S100,0.002292862,0.544427435,1199.7586,0.06696036,0.037690117,100,6,39.73601568,12.17682404,0.0108,0.266465165,1.552243065,0.501278772
S100,0.002304172,0.550453272,1199.7586,0.06696036,0.037690117,100,6,40.37398919,12.50926607,0.0112,0.259523908,1.550063034,0.532608696
S100,0.002309156,0.544694063,1199.7586,0.06696036,0.037690117,100,6,40.03799701,12.27537292,0.0112,0.26859931,1.562998247,0.626598465
S200,0.00231305,0.552064481,1199.4826,0.06692756,0.037049434,200,6,41.34158829,12.63436875,0.0114,0.246677662,1.538695512,0.563938619
S200,0.002302131,0.547402349,1199.4826,0.06692756,0.037049434,200,6,40.79896315,12.36324193,0.012,0.234182926,1.535105888,0.563938619
S200,0.002304562,0.550249593,1199.4826,0.06692756,0.037049434,200,6,41.05447695,12.50537842,0.0112,0.261744538,1.544362492,0.563938619
S200,0.002304085,0.551783888,1199.4826,0.06692756,0.037049434,200,6,41.1604256,12.57261036,0.0114,0.249581494,1.539243373,0.595268542
S200,0.002299046,0.548346629,1199.4826,0.06692756,0.037049434,200,6,40.81456424,12.38930449,0.0122,0.226542912,1.542617125,0.595268542
S400,0.002310931,0.541775443,1199.4826,0.06692756,0.037049434,400,6,40.53392198,12.15666721,0.0114,0.262946184,1.545529317,0.469948849
S400,0.002301567,0.53812989,1199.4826,0.06692756,0.037049434,400,6,40.09803121,11.94501637,0.012,0.235691351,1.546372452,0.501278772
S400,0.002194789,0.542370761,1199.4826,0.06692756,0.037049434,400,6,38.53908744,11.57109024,0.011,0.244746173,1.553085785,0.595268542
S400,0.002308333,0.537795313,1199.4826,0.06692756,0.037049434,400,6,40.19091849,11.96524314,0.0114,0.27169137,1.547268342,0.501278772
S400,0.002308203,0.543497379,1199.4826,0.06692756,0.037049434,400,6,40.61476313,12.2196274,0.012,0.243432851,1.552784765,0.469948849
S600,0.002318748,0.546735478,1199.3464,0.06691104,0.036733188,600,6,41.39204697,12.4238157,0.014,0.166971777,1.540318569,0.532608696
S600,0.002346225,0.544425924,1199.3464,0.06691104,0.036733188,600,6,41.70560377,12.4650507,0.0128,0.205900896,1.54364548,0.563938619
S600,0.002330233,0.542174887,1199.3464,0.06691104,0.036733188,600,6,41.25007085,12.27792386,0.0116,0.247855308,1.548861287,0.501278772
S600,0.002312531,0.543838419,1199.3464,0.06691104,0.036733188,600,6,41.06231821,12.25954037,0.0118,0.240529585,1.544459836,0.595268542
S600,0.002327442,0.54413781,1199.3464,0.06691104,0.036733188,600,6,41.34983729,12.35217822,0.0116,0.241998567,1.556102788,0.595268542
S800,0.002298654,0.54738466,1199.3464,0.06691104,0.036733188,800,6,41.08206839,12.34541699,0.0154,0.127812445,1.559235426,0.501278772
S800,0.002303911,0.546535083,1199.3464,0.06691104,0.036733188,800,6,41.11211396,12.33527096,0.015,0.129556801,1.544798773,0.657928389
S800,0.00230595,0.546685412,1199.3464,0.06691104,0.036733188,800,6,41.15981214,12.35297915,0.0292,0.058904771,1.559736863,0.563938619
S800,0.002310714,0.549583975,1199.3464,0.06691104,0.036733188,800,6,41.46353779,12.51011365,0.013,0.187485279,1.545674012,0.563938619
S800,0.002305126,0.548923359,1199.3464,0.06691104,0.036733188,800,6,41.31353943,12.44987397,0.0144,0.041354588,1.527674983,0.532608696
D50,0.002242654,1.019679484,1199.2114,0.06689444,0.036419641,50,25,75.29843734,41.80182912,0.0106,0.101222606,1.861633919,1.09375
D50,0.002253406,1.032856818,1199.2114,0.06689444,0.036419641,50,25,76.63720302,43.09485338,0.0104,0.101901277,1.858298087,0.90625
D50,0.002243585,1.004942786,1199.2114,0.06689444,0.036419641,50,25,74.24101836,40.61915628,0.0108,0.102633017,1.866432645,1.0
D50,0.002253362,1.030267349,1199.2114,0.06689444,0.036419641,50,25,76.44356885,42.87819861,0.0106,0.099852674,1.858334491,1.0
D50,0.002252655,1.035215115,1199.2114,0.06689444,0.036419641,50,25,76.78660262,43.27745344,0.0106,0.097835951,1.842270226,0.9375
D100,0.002280741,0.992294104,1199.2114,0.06689444,0.036419641,100,25,74.52062726,40.25896015,0.0116,0.095940014,1.841506621,0.9375
D100,0.002277686,0.993061388,1199.2114,0.06689444,0.036419641,100,25,74.47835349,40.26723448,0.0112,0.102340909,1.843976596,0.90625
D100,0.002281613,0.998837004,1199.2114,0.06689444,0.036419641,100,25,75.04067781,40.80722027,0.0114,0.097680464,1.851759894,0.96875
D100,0.002270294,1.000053361,1199.2114,0.06689444,0.036419641,100,25,74.75930848,40.70371885,0.0116,0.091514411,1.838969233,0.9375
D100,0.002279825,0.997226344,1199.2114,0.06689444,0.036419641,100,25,74.86095474,40.64384112,0.012,0.088745657,1.836763694,0.96875
D200,0.002303222,0.966800938,1199.2114,0.06689444,0.036419641,200,25,73.32178253,38.59363793,0.0106,0.113806871,1.828959327,1.0
D200,0.002303093,0.965869654,1199.2114,0.06689444,0.036419641,200,25,73.24703358,38.51715515,0.0106,0.113575838,1.829062221,1.125
D200,0.002303352,0.965918615,1199.2114,0.06689444,0.036419641,200,25,73.25898829,38.52539439,0.0108,0.112415067,1.82885645,1.0625
D200,0.002306675,0.968537533,1199.2114,0.06689444,0.036419641,200,25,73.56358978,38.79046716,0.0106,0.11347338,1.842479042,0.96875
D200,0.00230469,0.967482717,1199.2114,0.06689444,0.036419641,200,25,73.42025204,38.67272077,0.0106,0.112602982,1.838641851,1.0
D400,0.002293398,0.975656747,1199.2114,0.06689444,0.036419641,400,25,73.67777613,39.13624927,0.0114,0.099056505,1.836794382,1.0625
D400,0.002297038,0.974944414,1199.2114,0.06689444,0.036419641,400,25,73.7408515,39.14115564,0.011,0.106918804,1.844766925,1.03125
D400,0.002296865,0.973239067,1199.2114,0.06689444,0.036419641,400,25,73.60631473,39.00140465,0.011,0.105861804,1.850348254,1.0
D400,0.002296215,0.970430171,1199.2114,0.06689444,0.036419641,400,25,73.37311657,38.76563458,0.0116,0.101787691,1.834540582,0.90625
D400,0.002304777,0.971998258,1199.2114,0.06689444,0.036419641,400,25,73.76568976,39.0360203,0.011,0.106825722,1.843996508,1.0
D600,0.002300197,0.943965747,1199.0776,0.06687776,0.036108771,600,25,72.10342401,36.74879577,0.0148,0.064119343,1.809627456,1.03125
D600,0.002294872,0.962839757,1199.0776,0.06687776,0.036108771,600,25,73.37481982,38.14451089,0.0264,0.015410079,1.819273655,1.0625
D600,0.002299073,0.958002799,1199.0776,0.06687776,0.036108771,600,25,73.13984545,37.83134695,0.0144,0.057448381,1.815949651,0.9375
D600,0.00230551,0.960926475,1199.0776,0.06687776,0.036108771,600,25,73.56848074,38.16918917,0.0136,0.070867336,1.821722597,1.0
D600,0.002305467,0.963722276,1199.0776,0.06687776,0.036108771,600,25,73.78114634,38.39089917,0.0168,0.044719699,1.816334794,1.0
D800,0.002304302,0.95156255,1199.0776,0.06687776,0.036108771,800,25,72.8133956,37.40930278,0.0246,0.017480153,1.784705458,1.03125
D800,0.002320519,0.953127324,1199.0776,0.06687776,0.036108771,800,25,73.44642091,37.7965835,0.0206,0.015677888,1.793779733,0.96875
D800,0.002324588,0.951153266,1199.0776,0.06687776,0.036108771,800,25,73.42281509,37.70617883,0.0288,0.016407752,1.822903868,1.09375
D800,0.002323346,0.940299698,1199.0776,0.06687776,0.036108771,800,25,72.54623194,36.83088417,0.0308,0.021096329,1.802357094,0.96875
D800,0.002309218,0.960329602,1199.0776,0.06687776,0.036108771,800,25,73.64101687,38.18309086,0.0144,0.063854102,1.813384683,1.0625
S50,0.00230037,0.964839966,1199.2114,0.06689444,0.036419641,50,6,73.08244983,38.3896385,0.0104,0.116903314,1.831227016,1.0
S50,0.002302186,0.96346467,1199.2114,0.06689444,0.036419641,50,6,73.035871,38.31048477,0.0106,0.116108808,1.846071835,1.0
S50,0.002296605,0.962974375,1199.2114,0.06689444,0.036419641,50,6,72.82175376,38.17873241,0.0108,0.113158479,1.828786354,1.0625
S50,0.002298207,0.966018298,1199.2114,0.06689444,0.036419641,50,6,73.102898,38.44727704,0.0104,0.115069976,1.827511566,1.03125
S50,0.002301105,0.967792268,1199.2114,0.06689444,0.036419641,50,6,73.32949594,38.63727496,0.0104,0.113847495,1.819777763,0.96875
S100,0.0023115,0.952274446,1199.2114,0.06689444,0.036419641,100,6,72.47964168,37.57714743,0.0112,0.110425391,1.811594519,0.875
S100,0.002309648,0.955278785,1199.2114,0.06689444,0.036419641,100,6,72.65007938,37.78434229,0.0106,0.115882264,1.818458589,0.90625
S100,0.002307278,0.956453912,1199.2114,0.06689444,0.036419641,100,6,72.66481051,37.83849324,0.0112,0.107827242,1.80407353,0.90625
S100,0.002309433,0.95230625,1199.2114,0.06689444,0.036419641,100,6,72.41726184,37.54606046,0.011,0.112123089,1.818628157,0.90625
S100,0.002313908,0.952575345,1199.2114,0.06689444,0.036419641,100,6,72.57809255,37.64007912,0.0114,0.107751229,1.809708774,1.03125
S200,0.002319576,0.950638946,1199.2114,0.06689444,0.036419641,200,6,72.60796306,37.57902402,0.0122,0.09823606,1.810675917,0.90625
S200,0.00232493,0.945920459,1199.2114,0.06689444,0.036419641,200,6,72.41434317,37.29278827,0.0118,0.105055143,1.801129455,1.0625
S200,0.002322533,0.947489885,1199.2114,0.06689444,0.036419641,200,6,72.45970072,37.37806019,0.0138,0.078293439,1.819134646,0.90625
S200,0.002322619,0.947880186,1199.2114,0.06689444,0.036419641,200,6,72.49222261,37.41024059,0.0114,0.108405448,1.808303844,0.875
S200,0.002327795,0.949344206,1199.2114,0.06689444,0.036419641,200,6,72.76599915,37.60952442,0.0128,0.091326386,1.815022468,0.90625
S400,0.002326684,0.94427686,1199.2114,0.06689444,0.036419641,400,6,72.34304019,37.19133293,0.0118,0.104315184,1.799772023,1.0
S400,0.002330485,0.941498705,1199.2114,0.06689444,0.036419641,400,6,72.24806301,37.03322857,0.0112,0.110372743,1.807563313,1.03125
S400,0.002328607,0.941546036,1199.2114,0.06689444,0.036419641,400,6,72.19344679,37.00709348,0.0118,0.103566445,1.803653703,0.90625
S400,0.002328863,0.944934899,1199.2114,0.06689444,0.036419641,400,6,72.46126363,37.27807115,0.0114,0.107786191,1.808822638,0.96875
S400,0.00232835,0.951369735,1199.2114,0.06689444,0.036419641,400,6,72.93865365,37.77919632,0.0116,0.107436413,1.80385226,1.09375
S600,0.002321805,0.940506177,1199.0776,0.06687776,0.036108771,600,6,72.51400859,36.82260877,0.0134,0.083798411,1.819705197,1.0
S600,0.002322747,0.943301181,1199.0776,0.06687776,0.036108771,600,6,72.75902479,37.05682746,0.0202,0.035609716,1.818966939,0.9375
S600,0.002323132,0.946985711,1199.0776,0.06687776,0.036108771,600,6,73.05534071,37.35307714,0.0156,0.060296345,1.824045849,0.90625
S600,0.002320219,0.94649149,1199.0776,0.06687776,0.036108771,600,6,72.92564275,37.26730323,0.0134,0.072410525,1.815561419,0.875
S600,0.002332747,0.948597409,1199.0776,0.06687776,0.036108771,600,6,73.48252529,37.63543975,0.012,0.10087018,1.81652825,0.9375
S800,0.002324117,0.950915846,1199.0776,0.06687776,0.036108771,800,6,73.38962275,37.67972528,0.0328,0.018560784,1.817894711,1.03125
S800,0.002328051,0.947889973,1199.0776,0.06687776,0.036108771,800,6,73.27993074,37.50368715,0.0152,0.067390911,1.809453289,1.15625
S800,0.002324031,0.945028669,1199.0776,0.06687776,0.036108771,800,6,72.93257685,37.21324394,0.0292,0.019979657,1.801825915,0.90625
S800,0.002315627,0.946991696,1199.0776,0.06687776,0.036108771,800,6,72.81978331,37.23287231,0.0252,0.017584568,1.802967307,1.03125
S800,0.002324374,0.952716274,1199.0776,0.06687776,0.036108771,800,6,73.53669984,37.82672199,0.0284,0.016851005,1.796182709,1.0625
D50,0.002212437,1.207831038,1199.55115,0.06693579,0.037208576,50,25,86.14951661,57.84205205,0.0106,0.083918318,2.048716118,1.24523507
D50,0.002247717,1.277365181,1199.55115,0.06693579,0.037208576,50,25,92.56191606,65.72522347,0.0106,0.074784562,2.027640154,1.214104193
D50,0.002213864,1.196820015,1199.55115,0.06693579,0.037208576,50,25,85.41921799,56.82887988,0.011,0.08235207,2.075518832,1.3386277
D50,0.002211277,1.195544824,1199.55115,0.06693579,0.037208576,50,25,85.22846855,56.64156049,0.0106,0.087328281,2.072316368,1.3386277
D50,0.002201927,1.198741208,1199.55115,0.06693579,0.037208576,50,25,85.09500176,56.70405902,0.0106,0.084380564,2.058495049,1.307496823
D100,0.002287635,1.238512714,1199.55115,0.06693579,0.037208576,100,25,91.34039335,62.88513655,0.0118,0.066286063,1.970485404,1.182973316
D100,0.002292678,1.24284274,1199.55115,0.06693579,0.037208576,100,25,91.86180005,63.46522037,0.012,0.064660756,1.977013669,1.182973316
D100,0.002291386,1.239981692,1199.55115,0.06693579,0.037208576,100,25,91.5986819,63.13775834,0.0114,0.06946115,1.978128464,1.276365947
D100,0.002292032,1.237614137,1199.55115,0.06693579,0.037208576,100,25,91.44956787,62.91462042,0.0114,0.0715047,1.972137944,1.307496823
D100,0.002290481,1.23388462,1199.55115,0.06693579,0.037208576,100,25,91.11229032,62.49369105,0.0112,0.070009506,1.962600245,1.307496823
D200,0.002313637,1.220549093,1199.55115,0.06693579,0.037208576,200,25,91.03872328,61.76836026,0.0106,0.079128946,1.975250671,1.120711563
D200,0.002319305,1.219385947,1199.55115,0.06693579,0.037208576,200,25,91.17477094,61.80171513,0.0106,0.080323028,1.981161733,1.182973316
D200,0.002313082,1.221160754,1199.55115,0.06693579,0.037208576,200,25,91.06250711,61.81545963,0.0108,0.075884159,1.964957492,1.24523507
D200,0.002286987,1.220127299,1199.55115,0.06693579,0.037208576,200,25,89.95900361,61.01469464,0.0112,0.073409561,1.960153436,1.120711563
D200,0.002269047,1.221035987,1199.55115,0.06693579,0.037208576,200,25,89.31979625,60.62626998,0.0108,0.073787296,1.942723807,1.307496823
D400,0.00231939,1.193522094,1199.55115,0.06693579,0.037208576,400,25,89.24417872,59.2099946,0.011,0.078191612,1.959613803,1.400889454
D400,0.002310477,1.19661225,1199.55115,0.06693579,0.037208576,400,25,89.13143044,59.28829787,0.0114,0.073728223,1.961783202,1.182973316
D400,0.002309665,1.206079642,1199.55115,0.06693579,0.037208576,400,25,89.80505404,60.20900178,0.0112,0.075777682,1.984038462,1.182973316
D400,0.002295002,1.233784074,1199.55115,0.06693579,0.037208576,400,25,91.28468334,62.60683294,0.011,0.075899942,2.012992775,1.214104193
D400,0.002274696,1.251865008,1199.55115,0.06693579,0.037208576,400,25,91.80293357,63.88497378,0.0114,0.068621745,1.998116771,1.182973316
D600,0.002335169,1.20030629,1199.41435,0.06691931,0.036890972,600,25,91.12960005,60.30039961,0.0144,0.05294281,1.951705064,1.276365947
D600,0.002321389,1.19934939,1199.41435,0.06691931,0.036890972,600,25,90.51963892,59.84903818,0.0336,0.013589567,1.947197559,1.214104193
D600,0.002332165,1.196949056,1199.41435,0.06691931,0.036890972,600,25,90.75783576,59.88643234,0.0138,0.049562092,1.954218438,1.15184244
D600,0.00233153,1.200854897,1199.41435,0.06691931,0.036890972,600,25,91.02920134,60.2614961,0.0268,0.011037103,1.954750676,1.276365947
D600,0.002314021,1.215906742,1199.41435,0.06691931,0.036890972,600,25,91.47800132,61.31766065,0.0142,0.048708699,1.969541654,1.369758577
D800,0.002352269,1.167180594,1199.41435,0.06691931,0.036890972,800,25,89.26355152,57.43556058,0.034,0.014129871,1.958691803,1.120711563
D800,0.002343145,1.161101789,1199.41435,0.06691931,0.036890972,800,25,88.45421349,56.61838317,0.0262,0.012486475,1.939747135,1.276365947
D800,0.002341923,1.183915174,1199.41435,0.06691931,0.036890972,800,25,90.14512651,58.83442092,0.0166,0.009849148,1.935442189,1.214104193
D800,0.002317431,1.192906636,1199.41435,0.06691931,0.036890972,800,25,89.87986629,59.10680931,0.0214,0.011827787,1.972016693,1.276365947
D800,0.002321134,1.205325748,1199.41435,0.06691931,0.036890972,800,25,90.9606991,60.44033562,0.0144,0.04694681,1.984965003,1.276365947
S50,0.002290395,1.206936855,1199.55115,0.06693579,0.037208576,50,6,89.11906431,59.79155231,0.0108,0.079562827,1.973547647,1.369758577
S50,0.002317772,1.215063445,1199.55115,0.06693579,0.037208576,50,6,90.79153225,61.32378644,0.011,0.076654423,1.977099328,1.276365947
S50,0.002317687,1.211944917,1199.55115,0.06693579,0.037208576,50,6,90.5551825,61.00716631,0.011,0.078874172,1.971799243,1.276365947
S50,0.00231824,1.214112832,1199.55115,0.06693579,0.037208576,50,6,90.73883646,61.24024459,0.0104,0.081525079,1.965956881,1.24523507
S50,0.002317474,1.21045537,1199.55115,0.06693579,0.037208576,50,6,90.4355744,60.85170401,0.0104,0.082219308,1.966607202,1.24523507
S100,0.002319773,1.214512971,1199.55115,0.06693579,0.037208576,100,6,90.82874292,61.32112618,0.0118,0.069528471,1.953922335,1.369758577
S100,0.002316622,1.213065786,1199.55115,0.06693579,0.037208576,100,6,90.59728134,61.09197715,0.0114,0.074410915,1.967330539,1.307496823
S100,0.002320028,1.210341586,1199.55115,0.06693579,0.037208576,100,6,90.5267432,60.90732321,0.0104,0.079910501,1.959074643,1.400889454
S100,0.002323854,1.211912319,1199.55115,0.06693579,0.037208576,100,6,90.79371822,61.16622293,0.0106,0.078722779,1.966565981,1.43202033
S100,0.002318453,1.205284354,1199.55115,0.06693579,0.037208576,100,6,90.08729736,60.35840274,0.0112,0.075264323,1.955034403,1.369758577
S200,0.002314277,1.217944359,1199.55115,0.06693579,0.037208576,200,6,90.86956645,61.52201706,0.013,0.056662564,1.969323837,1.400889454
S200,0.002312314,1.218005099,1199.55115,0.06693579,0.037208576,200,6,90.79701947,61.47596581,0.0116,0.070798968,1.981766088,1.369758577
S200,0.00231824,1.205718265,1199.55115,0.06693579,0.037208576,200,6,90.11145392,60.3963229,0.0148,0.046163889,1.971328348,1.3386277
S200,0.002324491,1.209244377,1199.55115,0.06693579,0.037208576,200,6,90.61867888,60.91390819,0.0116,0.071624131,1.955312941,1.214104193
S200,0.002322665,1.205487355,1199.55115,0.06693579,0.037208576,200,6,90.26613843,60.48841221,0.0122,0.068670109,1.967573296,1.369758577
S400,0.002324449,1.199586713,1199.55115,0.06693579,0.037208576,400,6,89.89330789,59.94371709,0.0118,0.071347795,1.960705784,1.24523507
S400,0.002321432,1.200400851,1199.55115,0.06693579,0.037208576,400,6,89.83755392,59.94719607,0.012,0.071324795,1.957890055,1.369758577
S400,0.002331573,1.197467596,1199.55115,0.06693579,0.037208576,400,6,90.00951665,59.91517898,0.0118,0.070961745,1.949374428,1.463151207
S400,0.002323727,1.192027706,1199.55115,0.06693579,0.037208576,400,6,89.29911075,59.17225842,0.0116,0.074097224,1.961315049,1.182973316
S400,0.002329624,1.198986319,1199.55115,0.06693579,0.037208576,400,6,90.04836202,60.01705851,0.012,0.070183769,1.956350003,1.182973316
S600,0.002321474,1.191663797,1199.41435,0.06691931,0.036890972,600,6,89.94287189,59.08661903,0.013,0.064748369,1.952490208,1.15184244
S600,0.002330006,1.191385559,1199.41435,0.06691931,0.036890972,600,6,90.25233162,59.27607051,0.0168,0.034290822,1.945341136,1.089580686
S600,0.002336436,1.191366332,1199.41435,0.06691931,0.036890972,600,6,90.49997006,59.43775563,0.014,0.054668382,1.945316352,1.400889454
S600,0.002341079,1.194133934,1199.41435,0.06691931,0.036890972,600,6,90.890463,59.83289264,0.0162,0.040528527,1.946777397,1.182973316
S600,0.002341037,1.193541543,1199.41435,0.06691931,0.036890972,600,6,90.84373745,59.77246651,0.015,0.046756966,1.941493302,1.182973316
